Name of Painter,Subject of Painting,Style,Medium,Size,Frame,Location,Price ($),Delivery (days),Shipment,Color Palette,Copy or Original,Print or Real,Recommended Environment,Mood/Atmosphere,Theme/Lighting Requirements,Reproduction Type,Target Audience,Date
Leonardo,Seascape,Surrealism,Charcoal,"30""x40""",No,Miami,161,10,Standard,Cool Tones,Copy,Real,Kid Room,Relaxing,Dim Light,Fine Art Print,Art Collectors,2022-03-22
Ava,Fantasy,Impressionism,Mixed Media,"30""x40""",Yes,Vancouver,699,8,Free Shipping,Cool Tones,Original,Real,Bedroom,Energetic,Bright Light,Giclée,Art Collectors,2022-03-23
Ava,Abstract,Surrealism,Mixed Media,"20""x30""",No,Miami,161,7,Free Shipping,Cool Tones,Copy,Real,Kid Room,Calming,Dim Light,Lithograph,Corporate Clients,2022-03-24
Liam,Still Life,Surrealism,Charcoal,"16""x20""",Yes,Los Angeles,825,7,Standard,Neutral Tones,Copy,Print,Living Room,Relaxing,Bright Light,Lithograph,Art Collectors,2022-03-25
Vincent,Still Life,Cubism,Oil,"18""x24""",Yes,Toronto,384,3,Standard,Oceanic Tones,Original,Real,Bedroom,Energetic,Natural Light,,Corporate Clients,2022-03-26
Emma,Abstract,Realism,Mixed Media,"24""x36""",Yes,Los Angeles,352,9,Express,Oceanic Tones,Copy,Real,Office,Reflective,Dim Light,Lithograph,Families,2022-03-27
Olivia,Still Life,Impressionism,Charcoal,"30""x40""",No,New York,334,6,Express,Warm Tones,Copy,Real,Office,Reflective,Bright Light,Giclée,Young Professionals,2022-03-28
Liam,Wildlife,Surrealism,Acrylic,"20""x30""",Yes,Los Angeles,508,9,Free Shipping,Neutral Tones,Copy,Print,Kid Room,Relaxing,Dim Light,,Young Professionals,2022-03-29
Frida,Fantasy,Cubism,Charcoal,"24""x36""",Yes,Vancouver,179,6,Express,Cool Tones,Original,Real,Kid Room,Reflective,Dim Light,Screen Print,Art Collectors,2022-03-30
Noah,Landscape,Modern,Mixed Media,"16""x20""",Yes,Montreal,528,10,Express,Earthy Tones,Copy,Real,Office,Reflective,Natural Light,Screen Print,Interior Designers,2022-03-31
Pablo,Seascape,Realism,Charcoal,"16""x20""",No,Los Angeles,130,7,Standard,Warm Tones,Copy,Real,Gallery,Energetic,Bright Light,,Corporate Clients,2022-04-01
Liam,Fantasy,Abstract Expressionism,Oil,"20""x30""",No,Calgary,339,9,Express,Warm Tones,Copy,Print,Living Room,Relaxing,Natural Light,Lithograph,Art Collectors,2022-04-02
Liam,Still Life,Realism,Mixed Media,"16""x20""",Yes,Calgary,857,10,Express,Earthy Tones,Original,Print,Office,Relaxing,Bright Light,Screen Print,Families,2022-04-03
Liam,Fantasy,Realism,Charcoal,"16""x20""",Yes,Los Angeles,975,10,Standard,Neutral Tones,Copy,Print,Kid Room,Energetic,Natural Light,Screen Print,Families,2022-04-04
Jija,Wildlife,Impressionism,Watercolor,"16""x20""",Yes,Montreal,469,8,Free Shipping,Cool Tones,Original,Real,Gallery,Joyful,Bright Light,Screen Print,Young Professionals,2022-04-05
Noah,Still Life,Impressionism,Charcoal,"20""x30""",No,New York,956,7,Express,Oceanic Tones,Copy,Real,Gallery,Energetic,Dim Light,,Corporate Clients,2022-04-06
Ava,Abstract,Realism,Watercolor,"16""x20""",No,Toronto,130,9,Express,Warm Tones,Original,Print,Office,Joyful,Bright Light,Screen Print,Families,2022-04-07
Ava,Abstract,Impressionism,Mixed Media,"18""x24""",No,Calgary,909,6,Standard,Earthy Tones,Copy,Real,Bedroom,Joyful,Dim Light,Screen Print,Corporate Clients,2022-04-08
Leonardo,Portrait,Modern,Acrylic,"16""x20""",No,Vancouver,339,10,Express,Neutral Tones,Copy,Print,Gallery,Joyful,Bright Light,Lithograph,Interior Designers,2022-04-09
Olivia,Abstract,Impressionism,Charcoal,"16""x20""",Yes,New York,909,4,Express,Warm Tones,Copy,Real,Bedroom,Relaxing,Bright Light,Giclée,Corporate Clients,2022-04-10
Olivia,Portrait,Abstract Expressionism,Charcoal,"30""x40""",No,Calgary,853,5,Free Shipping,Earthy Tones,Original,Print,Bedroom,Energetic,Natural Light,,Interior Designers,2022-04-11
Jija,Seascape,Surrealism,Watercolor,"24""x36""",Yes,Montreal,515,4,Express,Cool Tones,Original,Real,Gallery,Energetic,Dim Light,Giclée,Families,2022-04-12
Frida,Seascape,Modern,Mixed Media,"18""x24""",Yes,Miami,938,10,Express,Earthy Tones,Original,Real,Office,Joyful,Dim Light,Lithograph,Corporate Clients,2022-04-13
Frida,Fantasy,Modern,Acrylic,"24""x36""",Yes,Montreal,157,4,Express,Oceanic Tones,Original,Print,Bedroom,Energetic,Dim Light,Screen Print,Young Professionals,2022-04-14
Ava,Abstract,Realism,Watercolor,"16""x20""",Yes,Miami,719,8,Free Shipping,Earthy Tones,Copy,Real,Kid Room,Calming,Dim Light,Screen Print,Families,2022-04-15
Noah,Abstract,Realism,Charcoal,"18""x24""",No,Los Angeles,368,5,Standard,Cool Tones,Copy,Print,Living Room,Reflective,Dim Light,Lithograph,Art Collectors,2022-04-16
Emma,Portrait,Modern,Watercolor,"30""x40""",No,Los Angeles,956,4,Express,Earthy Tones,Copy,Print,Kid Room,Calming,Bright Light,Fine Art Print,Art Collectors,2022-04-17
Liam,Portrait,Abstract Expressionism,Watercolor,"24""x36""",No,Chicago,853,10,Express,Earthy Tones,Original,Real,Living Room,Reflective,Dim Light,Lithograph,Young Professionals,2022-04-18
Claude,Abstract,Modern,Acrylic,"30""x40""",No,Vancouver,875,4,Express,Warm Tones,Copy,Real,Office,Joyful,Bright Light,,Young Professionals,2022-04-19
Claude,Fantasy,Realism,Charcoal,"18""x24""",Yes,Chicago,813,4,Standard,Cool Tones,Copy,Real,Living Room,Relaxing,Bright Light,,Young Professionals,2022-04-20
Leonardo,Abstract,Modern,Acrylic,"20""x30""",Yes,Calgary,212,6,Express,Neutral Tones,Original,Print,Gallery,Relaxing,Dim Light,,Young Professionals,2022-04-21
Claude,Abstract,Realism,Acrylic,"18""x24""",No,Toronto,848,9,Free Shipping,Warm Tones,Original,Print,Kid Room,Relaxing,Natural Light,Lithograph,Young Professionals,2022-04-22
Olivia,Seascape,Cubism,Mixed Media,"30""x40""",Yes,Calgary,339,4,Standard,Earthy Tones,Original,Real,Kid Room,Reflective,Bright Light,Fine Art Print,Corporate Clients,2022-04-23
Liam,Fantasy,Modern,Acrylic,"18""x24""",No,Los Angeles,671,10,Standard,Oceanic Tones,Original,Print,Gallery,Joyful,Bright Light,Lithograph,Families,2022-04-24
Emma,Seascape,Modern,Watercolor,"18""x24""",No,New York,875,9,Standard,Cool Tones,Original,Print,Kid Room,Reflective,Dim Light,Screen Print,Corporate Clients,2022-04-25
Noah,Fantasy,Realism,Oil,"24""x36""",Yes,Toronto,221,6,Free Shipping,Cool Tones,Copy,Print,Office,Joyful,Natural Light,,Families,2022-04-26
Pablo,Seascape,Surrealism,Mixed Media,"16""x20""",No,Toronto,663,5,Standard,Warm Tones,Copy,Real,Living Room,Calming,Bright Light,Lithograph,Interior Designers,2022-04-27
Leonardo,Seascape,Cubism,Mixed Media,"18""x24""",Yes,Chicago,840,10,Free Shipping,Oceanic Tones,Original,Print,Bedroom,Reflective,Bright Light,Giclée,Corporate Clients,2022-04-28
Vincent,Abstract,Cubism,Mixed Media,"30""x40""",Yes,Chicago,221,4,Standard,Warm Tones,Original,Print,Living Room,Reflective,Bright Light,Lithograph,Interior Designers,2022-04-29
Olivia,Wildlife,Impressionism,Mixed Media,"24""x36""",Yes,New York,352,6,Free Shipping,Oceanic Tones,Copy,Real,Gallery,Calming,Bright Light,Giclée,Art Collectors,2022-04-30
Leonardo,Abstract,Surrealism,Charcoal,"16""x20""",Yes,Calgary,840,10,Free Shipping,Oceanic Tones,Original,Print,Living Room,Calming,Bright Light,Lithograph,Art Collectors,2022-05-01
Pablo,Landscape,Modern,Oil,"30""x40""",Yes,Vancouver,605,4,Express,Neutral Tones,Original,Print,Kid Room,Reflective,Dim Light,,Interior Designers,2022-05-02
Pablo,Abstract,Surrealism,Acrylic,"16""x20""",Yes,Montreal,731,10,Free Shipping,Neutral Tones,Original,Print,Office,Joyful,Bright Light,Lithograph,Young Professionals,2022-05-03
Leonardo,Wildlife,Surrealism,Charcoal,"18""x24""",No,Calgary,680,7,Express,Cool Tones,Copy,Real,Bedroom,Joyful,Dim Light,,Families,2022-05-04
Olivia,Abstract,Surrealism,Oil,"16""x20""",No,Los Angeles,396,3,Express,Earthy Tones,Original,Real,Living Room,Joyful,Dim Light,Screen Print,Interior Designers,2022-05-05
Jija,Abstract,Abstract Expressionism,Watercolor,"18""x24""",Yes,Montreal,924,7,Free Shipping,Oceanic Tones,Copy,Print,Kid Room,Calming,Dim Light,Fine Art Print,Young Professionals,2022-05-06
Leonardo,Abstract,Realism,Mixed Media,"20""x30""",Yes,Chicago,879,5,Standard,Oceanic Tones,Copy,Real,Living Room,Joyful,Dim Light,Giclée,Corporate Clients,2022-05-07
Olivia,Fantasy,Modern,Watercolor,"20""x30""",No,Montreal,680,9,Express,Oceanic Tones,Original,Real,Kid Room,Calming,Dim Light,,Corporate Clients,2022-05-08
Olivia,Wildlife,Abstract Expressionism,Oil,"20""x30""",No,Montreal,294,3,Standard,Cool Tones,Copy,Print,Office,Reflective,Dim Light,Screen Print,Families,2022-05-09
Liam,Abstract,Abstract Expressionism,Oil,"30""x40""",Yes,Chicago,891,4,Free Shipping,Oceanic Tones,Copy,Print,Living Room,Joyful,Bright Light,Lithograph,Corporate Clients,2022-05-10
Jija,Seascape,Abstract Expressionism,Watercolor,"16""x20""",No,Montreal,171,8,Free Shipping,Neutral Tones,Copy,Real,Living Room,Joyful,Bright Light,Giclée,Interior Designers,2022-05-11
Leonardo,Abstract,Abstract Expressionism,Watercolor,"20""x30""",No,Chicago,558,4,Free Shipping,Earthy Tones,Copy,Real,Gallery,Joyful,Bright Light,Lithograph,Young Professionals,2022-05-12
Pablo,Seascape,Modern,Mixed Media,"24""x36""",No,New York,868,6,Standard,Warm Tones,Original,Real,Office,Reflective,Bright Light,Giclée,Corporate Clients,2022-05-13
Emma,Landscape,Realism,Acrylic,"16""x20""",Yes,New York,396,6,Standard,Earthy Tones,Original,Real,Bedroom,Reflective,Natural Light,Giclée,Young Professionals,2022-05-14
Jija,Wildlife,Surrealism,Watercolor,"30""x40""",No,Montreal,854,7,Free Shipping,Oceanic Tones,Original,Real,Living Room,Relaxing,Bright Light,Screen Print,Art Collectors,2022-05-15
Jija,Abstract,Abstract Expressionism,Watercolor,"18""x24""",No,Montreal,221,8,Standard,Cool Tones,Original,Print,Living Room,Calming,Natural Light,,Interior Designers,2022-05-16
Emma,Portrait,Impressionism,Watercolor,"30""x40""",Yes,Montreal,879,6,Express,Warm Tones,Copy,Print,Kid Room,Relaxing,Bright Light,Fine Art Print,Corporate Clients,2022-05-17
Olivia,Seascape,Modern,Acrylic,"16""x20""",Yes,Montreal,657,4,Express,Oceanic Tones,Original,Real,Office,Joyful,Bright Light,Screen Print,Families,2022-05-18
Olivia,Landscape,Impressionism,Mixed Media,"20""x30""",Yes,Toronto,938,9,Standard,Cool Tones,Copy,Real,Kid Room,Reflective,Bright Light,Screen Print,Interior Designers,2022-05-19
Vincent,Still Life,Modern,Oil,"20""x30""",No,New York,746,10,Standard,Cool Tones,Original,Print,Gallery,Calming,Natural Light,,Families,2022-05-20
Noah,Abstract,Cubism,Acrylic,"30""x40""",Yes,Chicago,704,6,Express,Oceanic Tones,Copy,Real,Gallery,Calming,Natural Light,,Corporate Clients,2022-05-21
Emma,Seascape,Cubism,Acrylic,"16""x20""",No,Los Angeles,891,4,Express,Oceanic Tones,Copy,Print,Office,Calming,Natural Light,,Corporate Clients,2022-05-22
Olivia,Fantasy,Cubism,Watercolor,"24""x36""",Yes,Vancouver,680,4,Standard,Earthy Tones,Original,Print,Office,Relaxing,Bright Light,,Young Professionals,2022-05-23
Jija,Abstract,Surrealism,Watercolor,"30""x40""",Yes,Montreal,854,7,Standard,Oceanic Tones,Copy,Real,Gallery,Calming,Bright Light,,Corporate Clients,2022-05-24
Leonardo,Wildlife,Realism,Watercolor,"18""x24""",Yes,Chicago,683,5,Express,Neutral Tones,Original,Real,Bedroom,Energetic,Bright Light,Screen Print,Art Collectors,2022-05-25
Noah,Portrait,Realism,Oil,"18""x24""",No,Miami,933,4,Express,Cool Tones,Original,Real,Kid Room,Energetic,Dim Light,Lithograph,Corporate Clients,2022-05-26
Leonardo,Seascape,Cubism,Acrylic,"20""x30""",No,Miami,308,4,Standard,Cool Tones,Original,Real,Office,Calming,Bright Light,Giclée,Art Collectors,2022-05-27
Jija,Fantasy,Abstract Expressionism,Watercolor,"18""x24""",Yes,Montreal,334,6,Standard,Oceanic Tones,Copy,Real,Living Room,Calming,Dim Light,,Families,2022-05-28
Noah,Seascape,Surrealism,Mixed Media,"24""x36""",Yes,Vancouver,231,8,Express,Warm Tones,Copy,Real,Bedroom,Reflective,Bright Light,,Art Collectors,2022-05-29
Liam,Still Life,Impressionism,Charcoal,"24""x36""",Yes,Chicago,205,7,Free Shipping,Cool Tones,Copy,Real,Office,Relaxing,Dim Light,,Families,2022-05-30
Liam,Fantasy,Impressionism,Oil,"30""x40""",Yes,Miami,746,6,Free Shipping,Oceanic Tones,Copy,Print,Kid Room,Relaxing,Dim Light,Fine Art Print,Interior Designers,2022-05-31
Liam,Landscape,Surrealism,Acrylic,"24""x36""",No,Vancouver,746,5,Free Shipping,Oceanic Tones,Original,Real,Gallery,Energetic,Bright Light,Lithograph,Young Professionals,2022-06-01
Liam,Portrait,Impressionism,Watercolor,"20""x30""",No,Miami,581,10,Standard,Earthy Tones,Original,Real,Bedroom,Relaxing,Bright Light,Giclée,Families,2022-06-02
Frida,Portrait,Abstract Expressionism,Charcoal,"30""x40""",No,Vancouver,344,6,Free Shipping,Oceanic Tones,Original,Print,Bedroom,Joyful,Dim Light,Screen Print,Interior Designers,2022-06-03
Emma,Seascape,Surrealism,Watercolor,"18""x24""",Yes,Vancouver,965,7,Express,Cool Tones,Copy,Real,Kid Room,Joyful,Natural Light,Lithograph,Interior Designers,2022-06-04
Claude,Wildlife,Abstract Expressionism,Acrylic,"30""x40""",Yes,Calgary,234,8,Express,Neutral Tones,Copy,Real,Gallery,Joyful,Natural Light,Lithograph,Families,2022-06-05
Leonardo,Seascape,Realism,Watercolor,"18""x24""",No,Toronto,179,4,Standard,Neutral Tones,Original,Real,Bedroom,Reflective,Natural Light,Screen Print,Young Professionals,2022-06-06
Pablo,Wildlife,Abstract Expressionism,Charcoal,"18""x24""",Yes,Toronto,605,7,Free Shipping,Cool Tones,Original,Real,Living Room,Relaxing,Dim Light,Giclée,Art Collectors,2022-06-07
Vincent,Fantasy,Modern,Watercolor,"30""x40""",Yes,Calgary,938,5,Free Shipping,Neutral Tones,Original,Real,Bedroom,Calming,Bright Light,,Corporate Clients,2022-06-08
Claude,Landscape,Surrealism,Watercolor,"30""x40""",Yes,Los Angeles,157,7,Free Shipping,Cool Tones,Original,Real,Gallery,Relaxing,Dim Light,,Families,2022-06-09
Jija,Wildlife,Modern,Watercolor,"20""x30""",No,Montreal,499,9,Standard,Earthy Tones,Original,Real,Living Room,Relaxing,Bright Light,Giclée,Art Collectors,2022-06-10
Frida,Abstract,Modern,Mixed Media,"16""x20""",No,Los Angeles,581,4,Standard,Neutral Tones,Copy,Real,Kid Room,Reflective,Natural Light,,Families,2022-06-11
Jija,Landscape,Modern,Watercolor,"30""x40""",Yes,Montreal,644,4,Standard,Oceanic Tones,Copy,Print,Living Room,Energetic,Bright Light,,Young Professionals,2022-06-12
Olivia,Wildlife,Cubism,Watercolor,"24""x36""",No,New York,171,4,Free Shipping,Cool Tones,Copy,Real,Kid Room,Joyful,Bright Light,,Corporate Clients,2022-06-13
Noah,Fantasy,Modern,Mixed Media,"20""x30""",No,Toronto,212,7,Standard,Neutral Tones,Original,Print,Gallery,Reflective,Dim Light,,Young Professionals,2022-06-14
Noah,Wildlife,Surrealism,Mixed Media,"30""x40""",Yes,Vancouver,161,10,Standard,Oceanic Tones,Original,Real,Kid Room,Reflective,Dim Light,Fine Art Print,Interior Designers,2022-06-15
Claude,Still Life,Cubism,Oil,"18""x24""",Yes,Miami,576,4,Express,Warm Tones,Original,Print,Bedroom,Reflective,Dim Light,Screen Print,Art Collectors,2022-06-16
Noah,Fantasy,Cubism,Acrylic,"18""x24""",Yes,Calgary,171,8,Standard,Warm Tones,Original,Print,Bedroom,Joyful,Natural Light,,Corporate Clients,2022-06-17
Leonardo,Portrait,Cubism,Mixed Media,"20""x30""",No,Los Angeles,734,9,Free Shipping,Cool Tones,Copy,Print,Living Room,Joyful,Dim Light,Lithograph,Corporate Clients,2022-06-18
Olivia,Fantasy,Realism,Oil,"24""x36""",Yes,Toronto,508,7,Free Shipping,Warm Tones,Original,Print,Kid Room,Relaxing,Bright Light,Screen Print,Art Collectors,2022-06-19
Leonardo,Landscape,Cubism,Watercolor,"24""x36""",Yes,Los Angeles,290,7,Free Shipping,Oceanic Tones,Original,Real,Kid Room,Energetic,Natural Light,Lithograph,Art Collectors,2022-06-20
Jija,Still Life,Realism,Watercolor,"24""x36""",Yes,Montreal,794,6,Free Shipping,Earthy Tones,Original,Real,Bedroom,Relaxing,Bright Light,Screen Print,Interior Designers,2022-06-21
Claude,Fantasy,Surrealism,Acrylic,"20""x30""",No,New York,943,7,Free Shipping,Warm Tones,Original,Print,Bedroom,Reflective,Dim Light,Giclée,Young Professionals,2022-06-22
Noah,Abstract,Cubism,Acrylic,"24""x36""",No,Chicago,245,7,Express,Oceanic Tones,Original,Print,Bedroom,Energetic,Dim Light,Lithograph,Interior Designers,2022-06-23
Claude,Still Life,Impressionism,Acrylic,"20""x30""",No,Toronto,197,9,Express,Cool Tones,Copy,Print,Office,Reflective,Bright Light,Lithograph,Young Professionals,2022-06-24
Jija,Portrait,Realism,Watercolor,"24""x36""",No,Montreal,704,3,Standard,Neutral Tones,Copy,Print,Kid Room,Calming,Natural Light,Lithograph,Corporate Clients,2022-06-25
Liam,Landscape,Modern,Acrylic,"18""x24""",No,Miami,840,4,Standard,Earthy Tones,Original,Real,Kid Room,Reflective,Dim Light,Screen Print,Art Collectors,2022-06-26
Vincent,Fantasy,Modern,Watercolor,"16""x20""",Yes,Miami,891,6,Free Shipping,Neutral Tones,Copy,Real,Living Room,Energetic,Natural Light,,Families,2022-06-27
Claude,Landscape,Impressionism,Mixed Media,"20""x30""",No,Toronto,149,6,Express,Warm Tones,Copy,Print,Office,Relaxing,Dim Light,,Young Professionals,2022-06-28
Ava,Wildlife,Cubism,Watercolor,"20""x30""",No,Miami,157,8,Express,Neutral Tones,Original,Real,Bedroom,Calming,Natural Light,Screen Print,Art Collectors,2022-06-29
Claude,Still Life,Impressionism,Oil,"16""x20""",No,Toronto,469,10,Free Shipping,Cool Tones,Original,Print,Living Room,Energetic,Natural Light,,Art Collectors,2022-06-30
Jija,Still Life,Impressionism,Watercolor,"24""x36""",No,Montreal,508,10,Express,Earthy Tones,Original,Real,Bedroom,Energetic,Bright Light,Screen Print,Families,2022-07-01
Pablo,Abstract,Realism,Watercolor,"16""x20""",No,Toronto,505,5,Free Shipping,Oceanic Tones,Original,Print,Gallery,Joyful,Dim Light,,Art Collectors,2022-07-02
Leonardo,Wildlife,Abstract Expressionism,Acrylic,"24""x36""",No,Los Angeles,222,10,Express,Cool Tones,Copy,Print,Kid Room,Energetic,Bright Light,Lithograph,Families,2022-07-03
Liam,Abstract,Impressionism,Charcoal,"18""x24""",Yes,Toronto,640,5,Express,Cool Tones,Original,Real,Kid Room,Reflective,Natural Light,,Art Collectors,2022-07-04
Liam,Landscape,Cubism,Oil,"20""x30""",No,Calgary,368,3,Express,Cool Tones,Original,Real,Gallery,Energetic,Dim Light,,Young Professionals,2022-07-05
Frida,Abstract,Abstract Expressionism,Oil,"18""x24""",Yes,Toronto,505,6,Standard,Neutral Tones,Copy,Print,Living Room,Relaxing,Bright Light,Giclée,Interior Designers,2022-07-06
Jija,Abstract,Abstract Expressionism,Watercolor,"16""x20""",No,Montreal,161,6,Standard,Warm Tones,Copy,Real,Kid Room,Joyful,Natural Light,,Families,2022-07-07
Vincent,Abstract,Surrealism,Mixed Media,"24""x36""",Yes,Montreal,459,8,Free Shipping,Warm Tones,Original,Print,Bedroom,Joyful,Natural Light,Giclée,Interior Designers,2022-07-08
Ava,Seascape,Surrealism,Watercolor,"20""x30""",Yes,Toronto,840,7,Standard,Oceanic Tones,Copy,Print,Kid Room,Calming,Natural Light,,Interior Designers,2022-07-09
Liam,Portrait,Surrealism,Watercolor,"24""x36""",No,Calgary,868,8,Free Shipping,Cool Tones,Original,Real,Kid Room,Relaxing,Bright Light,Lithograph,Families,2022-07-10
Noah,Portrait,Impressionism,Watercolor,"20""x30""",No,Calgary,719,5,Express,Oceanic Tones,Copy,Real,Living Room,Relaxing,Natural Light,Lithograph,Interior Designers,2022-07-11
Olivia,Wildlife,Modern,Mixed Media,"24""x36""",No,Calgary,231,9,Free Shipping,Warm Tones,Original,Print,Gallery,Joyful,Dim Light,Lithograph,Art Collectors,2022-07-12
Jija,Fantasy,Realism,Watercolor,"16""x20""",Yes,Montreal,413,3,Express,Cool Tones,Copy,Real,Gallery,Reflective,Dim Light,Giclée,Interior Designers,2022-07-13
Emma,Wildlife,Abstract Expressionism,Acrylic,"18""x24""",No,New York,127,9,Express,Oceanic Tones,Copy,Real,Living Room,Reflective,Bright Light,Lithograph,Interior Designers,2022-07-14
Frida,Portrait,Impressionism,Mixed Media,"24""x36""",No,Calgary,508,5,Express,Cool Tones,Original,Print,Office,Joyful,Dim Light,Lithograph,Families,2022-07-15
Liam,Portrait,Realism,Acrylic,"20""x30""",No,Toronto,171,10,Standard,Earthy Tones,Copy,Print,Bedroom,Energetic,Natural Light,Screen Print,Interior Designers,2022-07-16
Emma,Abstract,Realism,Mixed Media,"24""x36""",No,Montreal,649,6,Express,Neutral Tones,Copy,Print,Kid Room,Calming,Bright Light,Screen Print,Families,2022-07-17
Jija,Portrait,Modern,Watercolor,"16""x20""",No,Montreal,339,3,Free Shipping,Cool Tones,Original,Real,Office,Reflective,Bright Light,,Art Collectors,2022-07-18
Vincent,Landscape,Surrealism,Charcoal,"30""x40""",No,Chicago,605,6,Standard,Neutral Tones,Copy,Print,Gallery,Reflective,Natural Light,Lithograph,Young Professionals,2022-07-19
